X,CH1Sequence,Volt
700,-0.85
701,3.26
702,1.92
703,-2.49
704,-4.44
705,-0.32
706,3.54
707,1.37
708,-3.05
709,-4.36
710,-0.33
711,3.68
712,2.55
713,-2.43
714,-3.71
715,-0.15
716,3.29
717,1.30
718,-3.54
719,-4.67
720,-0.84
721,2.98
722,1.80
723,-3.17
724,-4.93
725,-1.81
726,1.39
727,-0.05
728,-4.90
729,-6.38
730,-2.15
731,1.40
732,0.28
733,-4.51
734,-6.11
735,-3.00
736,0.70
737,-0.74
738,-5.99
739,-7.20
740,-3.11
741,1.31
742,-0.15
743,-4.46
744,-6.05
745,-2.58
746,0.84
747,-0.42
748,-5.16
749,-6.09
750,-2.10
751,2.23
752,1.14
753,-3.54
754,-5.08
755,-1.32
756,2.39
757,0.58
758,-4.01
759,-5.18
760,-0.66
761,2.97
762,1.88
763,-2.91
764,-4.06
765,-1.03
766,2.71
767,0.96
768,-4.02
769,-4.86
770,-1.07
771,2.58
772,1.44
773,-3.15
774,-5.05
775,-1.56
776,1.32
777,0.01
778,-4.69
779,-6.22
780,-2.09
781,1.86
782,0.26
783,-4.02
784,-6.15
785,-2.05
786,1.44
787,-0.73
788,-4.69
789,-6.32
790,-2.12
791,2.08
792,0.62
793,-3.79
794,-5.34
795,-1.30
796,2.02
797,0.35
798,-4.11
799,-5.51
800,-0.77
801,3.22
802,1.91
803,-2.44
804,-3.75
805,-0.32
806,3.66
807,2.32
808,-2.84
809,-3.49
810,0.53
811,4.24
812,3.36
813,-1.54
814,-2.73
815,0.66
816,4.05
817,1.85
818,-2.16
819,-3.64
820,-0.01
821,4.58
822,3.07
823,-1.79
824,-3.21
825,0.20
826,3.57
827,1.57
828,-3.18
829,-4.65
830,-0.57
831,3.40
832,2.15
833,-2.63
834,-4.40
835,-0.61
836,2.48
837,0.95
838,-3.76
839,-4.82
840,-0.61
841,3.28
842,2.50
843,-2.82
844,-4.18
845,-0.58
846,3.07
847,1.64
848,-3.02
849,-4.17
850,0.39
851,4.48
852,3.15
853,-1.29
854,-3.04
855,0.66
856,4.40
857,2.62
858,-1.82
859,-2.80
860,1.30
861,4.99
862,4.40
863,-0.69
864,-2.54
865,0.90
866,4.63
867,2.82
868,-2.08
869,-3.35
870,0.60
871,4.60
872,3.09
873,-1.63
874,-3.44
875,0.00
876,3.35
877,1.48
878,-3.22
879,-4.80
880,-0.55
881,3.11
882,1.92
883,-2.86
884,-4.46
885,-1.09
886,2.47
887,0.58
888,-3.97
889,-5.28
890,-1.51
891,2.83
892,1.73
893,-3.01
894,-4.07
895,-1.10
896,2.76
897,0.94
898,-3.77
899,-4.74
900,-0.74
901,3.82
902,2.58
903,-2.13
904,-3.82
905,-0.21
906,3.37
907,2.18
908,-3.10
909,-3.65
910,0.28
911,4.40
912,2.81
913,-1.77
914,-3.69
915,0.17
916,3.14
917,1.38
918,-2.98
919,-4.50
920,-0.65
921,3.18
922,2.04
923,-2.87
924,-4.84
925,-0.72
926,2.02
927,0.56
928,-4.33
929,-5.85
930,-1.90
931,2.43
932,1.24
933,-4.03
934,-5.84
935,-2.41
936,1.27
937,-0.35
938,-4.92
939,-6.35
940,-2.21
941,1.88
942,1.14
943,-3.96
944,-5.76
945,-1.85
946,1.41
947,-0.05
948,-4.55
949,-5.57
950,-1.31
951,3.04
952,1.81
953,-2.70
954,-4.31
955,-0.66
956,2.94
957,1.47
958,-3.05
959,-4.70
960,0.05
961,3.72
962,2.68
963,-2.23
964,-3.85
965,-0.26
966,3.04
967,1.42
968,-3.60
969,-4.39
970,-0.47
971,3.65
972,1.92
973,-2.38
974,-4.12
975,-1.08
976,2.61
977,0.77
978,-4.03
979,-5.32
980,-1.28
981,2.91
982,1.21
983,-3.45
984,-4.98
985,-1.37
986,2.03
987,0.27
988,-4.21
989,-5.60
990,-1.31
991,2.87
992,1.49
993,-3.20
994,-4.40
995,-0.91
996,3.02
997,1.28
998,-3.15
999,-4.37
